p_recall,timestamp,delta,user_id,learning_language,ui_language,lexeme_id,lexeme_string,history_seen,history_correct,session_seen,session_correct
1.0,1362082833,587958,u:h1Gy,fr,en,be70637289b60b17de3b22270462e5bf,un/un<det><ind><m><sg>,8,8,3,3
0.666666666667,1362082833,587958,u:h1Gy,fr,en,65675f993b9cdc38918837f561a70625,l'/le<det><def><mf><sg>,4,3,3,2
1.0,1362082833,587958,u:h1Gy,fr,en,7a271d40b9230ab5e12de433c00506fa,je/je<prn><tn><p1><mf><sg>,8,7,3,3
1.0,1362082833,587958,u:h1Gy,fr,en,653d29704b56b4a27be6b89f0a64453e,homme/homme<n><m><sg>,7,7,3,3
1.0,1362082833,587958,u:h1Gy,fr,en,e3bebde2e7cee0fa6157219f3536d80f,femme/femme<n><f><sg>,6,5,3,3
1.0,1362082835,168062,u:gt-u,de,en,bb8d16a1da003f3cbc62262b57496bf0,spielt/spielen<vblex><pri><p3><sg>,31,28,1,1
1.0,1362082835,168062,u:gt-u,de,en,306560d6f47275980bdfc69f8f338552,trinkt/trinken<vblex><pri><p3><sg>,36,33,1,1
1.0,1362082835,168062,u:gt-u,de,en,8eb7f75896f6990366d6c8876c0b1987,bär/bär<n><m><sg><nom>,15,15,1,1
1.0,1362082835,253431,u:gt-u,de,en,f0018f1d6164d3c67265ca716588f7cb,es/es<prn><p3><nt><sg><nom>,21,17,1,1
1.0,1362082835,168062,u:gt-u,de,en,adb207fe11d179958fafc8fdf78932a7,elefant/elefant<n><m><sg><nom>,20,18,1,1
1.0,1362082835,168062,u:gt-u,de,en,c89921e78c6fb1e5017bc66f3cec0aee,den/der<det><def><m><sg><acc>,38,33,1,1
1.0,1362082835,168679,u:gt-u,de,en,2cffe354cd1480b4709b59d1d6fe7b4b,katzen/katze<n><f><pl><acc>,20,18,1,1
1.0,1362082835,168062,u:gt-u,de,en,bceaf647c8a36b910d0af7f94c6ed717,hund/hund<n><m><sg><nom>,26,24,2,2
1.0,1362082835,168679,u:gt-u,de,en,7f78970589f8a9fe95bca610215c051a,ein/ein<det><ind><nt><sg><acc>,25,22,1,1
1.0,1362082835,168679,u:gt-u,de,en,2ac4ffe95f75b15d1d99aeebbb8321c7,ist/sein<vbser><pri><p3><sg>,16,16,2,2
1.0,1362082835,168679,u:gt-u,de,en,2c6fb2e2710fdf0851a9e13c05d101f0,elefanten/elefant<n><m><pl><acc>,8,7,1,1
1.0,1362082835,168062,u:gt-u,de,en,4151f77152035285a1d5a38a90a1d5ed,pferde/pferd<n><nt><pl><nom>,14,11,1,1
1.0,1362082835,168062,u:gt-u,de,en,4286faacaa598d83a206a9c36efdf4f9,elefanten/elefant<n><m><sg><acc>,8,6,1,1
1.0,1362082835,168062,u:gt-u,de,en,d981a267dd72a57c640e533c4d287c9c,enten/ente<n><f><pl><nom>,13,12,1,1
1.0,1362082835,168679,u:gt-u,de,en,3f166ca3b2f9c0edd58d454c850199ba,ente/ente<n><f><sg><nom>,23,21,1,1
1.0,1362082835,168062,u:gt-u,de,en,a83270740200697b086ca14530de434f,enten/ente<n><f><pl><acc>,14,14,1,1
1.0,1362082835,168062,u:gt-u,de,en,8fd8a3eca8b85ed3418bff774389f1f2,ente/ente<n><f><sg><acc>,9,9,1,1
1.0,1362082835,168062,u:gt-u,de,en,ab609722c1aea20a9c197e9da12fa1b8,pferde/pferd<n><nt><pl><acc>,19,19,1,1
1.0,1362082835,168679,u:gt-u,de,en,d2c150963a4dce17cf950c928d35ad9f,vogel/vogel<n><m><sg><nom>,15,14,1,1
1.0,1362082835,168062,u:gt-u,de,en,25821333c1e8c55901651064129babce,pferd/pferd<n><nt><sg><nom>,19,16,1,1
1.0,1362082835,168062,u:gt-u,de,en,2c4c8448ad81aac24be063e284599557,tier/tier<n><nt><sg><nom>,12,12,1,1
1.0,1362082835,168062,u:gt-u,de,en,b44cecb4816b0160b09795114833b562,ein/ein<det><ind><m><sg><nom>,30,25,2,2
0.0,1362082835,168062,u:gt-u,de,en,10ae8cdfd6c10b2089dcbc0dd9eadf90,wolf/wolf<n><m><sg><nom>,11,11,1,0
1.0,1362082835,168679,u:gt-u,de,en,bc132fa899e138377a3d89eb3125a2f1,habe/haben<vbhaver><pri><p1><sg>,16,14,1,1
1.0,1362082835,168062,u:gt-u,de,en,6f9902a2e4d1f353aecc47843c9df6e7,eine/ein<det><ind><f><sg><nom>,48,44,1,1
1.0,1362082835,168062,u:gt-u,de,en,407daf9da97cfb4740b459d4bb1cead2,vogel/vogel<n><m><sg><acc>,14,11,1,1
1.0,1362082835,168062,u:gt-u,de,en,e83432c98b3619a933438e9300467491,wasser/wasser<n><nt><sg><acc>,33,28,1,1
1.0,1362082835,168679,u:gt-u,de,en,3101845e143b1e9250ef997187a2c79a,pferd/pferd<n><nt><sg><acc>,22,20,1,1
1.0,1362082835,168062,u:gt-u,de,en,151836e6c49cda9db1b01edafd8de1e1,maus/maus<n><f><sg><nom>,14,14,1,1
1.0,1362082835,168062,u:gt-u,de,en,3414ba00861290d3213d56309c3165d2,hunde/hund<n><m><pl><acc>,14,11,1,1
1.0,1362082837,1259,u:Fb2,en,es,8b938fbf0a8c2b5b6da9b7d61019fa2e,<*sf>/page<n><*numb>,1,1,1,1
1.0,1362082842,120,u:iBl6,en,es,e4f82622081279ba8af9b7cd6b43259c,meat/meat<n><sg>,3,3,2,2
1.0,1362082842,120,u:iBl6,en,es,31fb31a4af2ad58c03d9b62222734768,taste/taste<n><sg>,2,2,2,2
1.0,1362082842,120,u:iBl6,en,es,842443fda40da053ff7f8d68c1af99b8,oil/oil<n><sg>,3,3,5,5
1.0,1362082842,120,u:iBl6,en,es,f19bad09b7354d4cf02403544519d849,dinner/dinner<n><sg>,3,3,3,3
1.0,1362082842,120,u:iBl6,en,es,3629ee563c2d56a4869e100a38014108,alcohol/alcohol<n><sg>,2,2,3,3
1.0,1362082842,120,u:iBl6,en,es,0d7c3234513eea5a732f05f93e8302aa,meal/meal<n><sg>,2,2,2,2
1.0,1362082842,120,u:iBl6,en,es,822ef52ef2cf0f095a65190d10958517,salt/salt<n><sg>,3,3,3,3
0.5,1362082838,670,u:dkm0,pt,en,25ca54f8ef38af433312b0245e259f65,obrigado/obrigado<ij>,5,5,2,1
1.0,1362082838,1518,u:dkm0,pt,en,9f7be4b0cad89e3453afab7e5159f9e5,nós/nós<prn><tn><p1><mf><pl>,10,10,1,1
1.0,1362082838,359,u:dkm0,pt,en,9283e507857ff74aa2bd27b45529ec7f,ah/ah<ij>,4,2,2,2
1.0,1362082838,1518,u:dkm0,pt,en,7493f076a0cb57815f03748aee58a64c,bebem/beber<vblex><pri><p3><pl>,15,14,3,3
1.0,1362082838,1118,u:dkm0,pt,en,5ea3ff23231e0f0e5d7fc4d5bdc5b954,adeus/adeus<ij>,3,3,3,3
1.0,1362082838,670,u:dkm0,pt,en,6b80d816698b0e53db2e1412761eb45d,sim/sim<adv>,3,3,2,2
1.0,1362082838,2086,u:dkm0,pt,en,6c4b6cb8dc7b3376d0357fdea4ffa8ff,eles/ele<prn><tn><p3><m><pl>,7,6,1,1
1.0,1362082838,2086,u:dkm0,pt,en,c7915410a9cff730ffe8e8d56a78df22,os/o<det><def><m><pl>,4,4,3,3
1.0,1362082838,2086,u:dkm0,pt,en,7e42f7dece8964713da3a3d797d672b9,somos/ser<vbser><pri><p1><pl>,9,9,2,2
0.75,1362082838,670,u:dkm0,pt,en,2b4b2568171ac6cb9b586f5d3a7d04fd,não/não<adv>,7,5,4,3
1.0,1362082838,258766,u:dkm0,pt,en,c246f3dd7d96f167fe12a3f142b00e56,sou/ser<vbser><pri><p1><sg>,26,23,2,2
1.0,1362082838,1518,u:dkm0,pt,en,e978b7905c93d55e1f1ab51e8f60340c,meninos/menino<n><m><pl>,6,5,3,3
1.0,1362082838,2086,u:dkm0,pt,en,1f14196797e0976a14eba47e4e1585eb,cerveja/cerveja<n><f><sg>,6,6,3,3
1.0,1362082838,2086,u:dkm0,pt,en,eae19eb5946003fac4c6ec055bfae90c,homens/homem<n><m><pl>,8,8,3,3
1.0,1362082838,359,u:dkm0,pt,en,2d7186ed326d908261d77e128d94da90,tá/tá<ij>,5,3,1,1
1.0,1362082838,1518,u:dkm0,pt,en,72a099e2e79bcb8593c3754a9e34b570,tardes/tarde<n><f><pl>,6,5,1,1
1.0,1362082838,1518,u:dkm0,pt,en,5b84848dbdebe7922cc87d7939b9a0f3,atenção/atenção<n><f><sg>,8,6,2,2
1.0,1362082838,52979,u:ixNu,fr,en,12157a474f4722909b9a08dc004b8e2d,enfant/enfant<n><mf><sg>,6,5,2,2
1.0,1362082838,617,u:ixNu,fr,en,1c477d372803deaaff6d4318c634943c,bien/bien<@common_phrases:ca_va_bien>,2,2,1,1
1.0,1362082838,617,u:ixNu,fr,en,4cf7cc58a60045f4396136f6368d8d41,pardon/pardon<n><m><sg>,3,3,2,2
1.0,1362082838,307,u:ixNu,fr,en,fa60eb781d24b892375c5e2e8eeb7009,d'accord/d'accord<adv>,4,3,2,2
1.0,1362082838,871,u:ixNu,fr,en,8dcd4dc7ae4f7461f0fc262a87606e64,non/non<adv>,3,3,2,2
1.0,1362082838,871,u:ixNu,fr,en,6f25a6ba334c4e0dee82dfcce4b20102,nuit/nuit<n><f><sg>,3,3,2,2
1.0,1362082838,871,u:ixNu,fr,en,af14b4e16acb4132ed19d8254d2bc59b,bonjour/bonjour<ij>,3,3,1,1
1.0,1362082838,307,u:ixNu,fr,en,0b1edc026029c010555cfc22f54ee25f,bienvenue/bienvenue<n><f><sg>,3,3,1,1
1.0,1362082838,52979,u:ixNu,fr,en,8e6df998cc5c26b86482a3040a5805e2,c'/ce<prn><tn><nt><sg>,14,11,1,1
1.0,1362082838,53489,u:ixNu,fr,en,be70637289b60b17de3b22270462e5bf,un/un<det><ind><m><sg>,8,7,1,1
1.0,1362082838,53489,u:ixNu,fr,en,65675f993b9cdc38918837f561a70625,l'/le<det><def><mf><sg>,6,5,1,1
1.0,1362082838,52425,u:ixNu,fr,en,6d6841b5a0ea88d87c2a7b6eee95ab48,et/et<cnjcoo>,7,4,1,1
1.0,1362082838,871,u:ixNu,fr,en,710b68d3c21cf9ac44218b554a5360dd,merci/merci<ij>,3,3,2,2
1.0,1362082838,51518,u:ixNu,fr,en,631d297c324518ea97ac01fd2abd6e46,les/le<det><def><mf><pl>,10,10,1,1
1.0,1362082838,52425,u:ixNu,fr,en,b1e18ed8c315790bee5862b9cd0ba83d,ça/ça<prn><tn><nt>,3,3,2,2
0.5,1362082838,871,u:ixNu,fr,en,7d5c9c888f97a47883c8c0065efd1cde,oui/oui<adv>,3,3,2,1
1.0,1362082838,53489,u:ixNu,fr,en,03a546003e03b545a6d419b6620b3749,la/le<det><def><f><sg>,8,7,1,1
1.0,1362082838,51264,u:ixNu,fr,en,8bd6d060bb604e17c936418f835d87c8,mon/mon<det><pos><m><sg>,10,7,2,2
1.0,1362082838,307,u:ixNu,fr,en,aba6c498a63403a438acda191e90d89c,adieu/adieu<n><m><sg>,5,4,2,2
1.0,1362082838,52425,u:ixNu,fr,en,cc86e49e66863d159c228a7216fc5c1b,va/aller<vblex><pri><p3><sg>,2,2,2,2
1.0,1362082838,871,u:ixNu,fr,en,a9aea87a4c1b6dec6a5960cef840d23e,salut/salut<ij>,4,4,2,2
1.0,1362082838,53489,u:ixNu,fr,en,808d0c8ede6981e3d9a7a87153601e38,une/un<det><ind><f><sg>,16,13,1,1
1.0,1362082838,871,u:ixNu,fr,en,8ccc51dac25d4ca64a5bcaf11e60efa9,bonne/bon<adj><f><sg>,3,2,2,2
0.666666666667,1362082843,184,u:hNgu,en,es,928787744a962cd4ec55c1b22cedc913,eats/eat<vblex><pri><p3><sg>,29,23,3,2
1.0,1362082843,713,u:hNgu,en,es,65e5296142d056fd1403e95fb027f107,fruit/fruit<n><sg>,9,7,1,1
1.0,1362082843,184,u:hNgu,en,es,e5a11511dda58f5feb9e25bbf8aa3aca,horse/horse<n><sg>,4,4,2,2
0.5,1362082843,184,u:hNgu,en,es,ebc831d3a05751d0fbbd3495158aa038,duck/duck<n><sg>,4,4,2,1
1.0,1362082843,184,u:hNgu,en,es,01669d9689c5cf2ec04c58a893f02ab6,drinks/drink<vblex><pri><p3><sg>,10,10,2,2
1.0,1362082843,184,u:hNgu,en,es,97e922f780d628eac638bea7a02bf496,is/be<vbser><pri><p3><sg>,12,12,2,2
1.0,1362082843,184,u:hNgu,en,es,55f383178cf0fdc463ef1ebf91bd288d,milk/milk<n><sg>,14,13,1,1
1.0,1362082843,184,u:hNgu,en,es,7dd6b30fc37ca73482a4d629bd93dac0,bear/bear<n><sg>,7,6,2,2
0.5,1362082843,184,u:hNgu,en,es,5e29d77697d23070a1fb92eb6c90e9b6,bread/bread<n><sg>,12,10,2,1
1.0,1362082843,184,u:hNgu,en,es,f254244207240db11107ffbe433d1e0e,bird/bird<n><sg>,4,4,2,2
1.0,1362082843,184,u:hNgu,en,es,fe1c2edd8cfeedbbbfafc42448e957c9,spider/spider<n><sg>,4,3,1,1
1.0,1362082843,184,u:hNgu,en,es,c3c416ec9a16d9ec6f7b96236c5b49e2,dog/dog<n><sg>,5,5,3,3
1.0,1362082843,184,u:hNgu,en,es,179dc23eaea411d9839e3ec0ff7dfc15,turtle/turtle<n><sg>,3,3,1,1
1.0,1362082843,184,u:hNgu,en,es,6b945b144608aa4e5b254baf20e2be77,cat/cat<n><sg>,4,4,2,2
1.0,1362082843,184,u:hNgu,en,es,827a8ecb89f9b59ac5c29b620a5d3ed6,a/a<det><ind><sg>,57,51,2,2
1.0,1362082843,184,u:hNgu,en,es,0e9f09196d4abc6a5ae82dd6d8772c95,tail/tail<n><sg>,4,4,2,2
1.0,1362082843,184,u:hNgu,en,es,768f410a8fc1caa64ee36071082a231c,animal/animal<n><sg>,5,4,2,2
1.0,1362082843,184,u:hNgu,en,es,c52ab45d4e22ee7580041911159e3c0c,water/water<n><sg>,7,6,1,1
1.0,1362082843,184,u:hNgu,en,es,bf608564b6e7c672a96cd7d1bb1d5f3f,crab/crab<n><sg>,4,4,1,1
1.0,1362082843,184,u:hNgu,en,es,c7cdabd85f63506807f8d856897a2089,it/prpers<prn><subj><p3><nt><sg>,9,9,1,1
1.0,1362082844,8044188,u:cj0x,en,es,59ff4e154662e4341a2af3ddbc0f3c57,museum/museum<n><sg>,2,2,1,1
1.0,1362082844,8044462,u:cj0x,en,es,c102e5c97c47d7f34be51e5aaa5c811d,inside/inside<n><sg>,2,2,1,1
1.0,1362082844,246914,u:cj0x,en,es,5d48fb7f975f7527f896db8f8f0bc7a8,country/country<n><sg>,5,4,1,1
1.0,1362082844,716,u:cj0x,en,es,6d4c572af8022cb4784ce0f8898d1905,to/to<pr>,31,28,1,1
1.0,1362082844,8044188,u:cj0x,en,es,731af150398c920edfe4fa0c7a877f0c,studio/studio<n><sg>,2,2,2,2
1.0,1362082844,3042564,u:cj0x,en,es,5fc5f94e1c9024eae9823f4c4e2b26e0,new/new<adj><sint>,3,3,2,2
1.0,1362082844,175498,u:cj0x,en,es,1d70f078645b3f1210bc863531783f9c,best/good<adj><sint><sup>,5,5,1,1
1.0,1362082844,8043733,u:cj0x,en,es,b5eafe5aa6fa5ada1bb05f26d48fb411,edge/edge<n><sg>,2,2,3,3
1.0,1362082844,8043733,u:cj0x,en,es,d1ded49e60988b3ab9d8b8c66e72da57,corner/corner<n><sg>,2,2,4,4
1.0,1362082844,8044462,u:cj0x,en,es,3213d1106ca838290fb85af2553b0082,bank/bank<n><sg>,2,2,2,2
1.0,1362082844,174074,u:cj0x,en,es,23fa1054437f959fe6697169c0bb9380,go/go<vblex><inf>,4,4,1,1
1.0,1362082844,4005592,u:cj0x,en,es,815829d265ef5af334cb4318b494ce2b,place/place<vblex><inf>,3,3,3,3
1.0,1362082844,8232,u:cj0x,en,es,32d10b7ed0bea958c60a915710434dfe,can/can<vaux><pres>,8,8,3,3
1.0,1362082844,8043443,u:cj0x,en,es,e75275b04dcecffaa53bdf63bb97663f,border/border<n><sg>,2,2,4,4
1.0,1362082844,174735,u:cj0x,en,es,2179fd8c281cec0879b28ef81510bf9d,have/have<vblex><pres>,31,30,1,1
1.0,1362082844,8043733,u:cj0x,en,es,df1736e0410dc4fdd43632359fc0c883,<*sf>/institution<n><*numb>,4,3,2,2
0.857142857143,1362082841,345502,u:iAzy,de,en,7dfd7086f3671685e2cf1c1da72796d7,die/die<det><def><f><sg><nom>,4,4,7,6
1.0,1362082841,281148,u:iAzy,de,en,6f9902a2e4d1f353aecc47843c9df6e7,eine/ein<det><ind><f><sg><nom>,4,3,4,4
0.5,1362082841,345502,u:iAzy,de,en,84920990d78044db53c1b012f5bf9ab5,das/das<det><def><nt><sg><nom>,5,4,4,2
1.0,1362082841,1760347,u:hK2T,en,es,41e635883532d6484490f7b9c3218346,taking/take<vblex><pprs>,3,3,5,5
1.0,1362082841,1760347,u:hK2T,en,es,40b4df5b7959aee1d3bb838531a871cc,cooking/cook<vblex><ger>,3,3,2,2
1.0,1362082841,1760347,u:hK2T,en,es,6c1f267c01b94719367ee1db121653b0,going/go<vblex><ger>,3,3,4,4
1.0,1362082841,1760347,u:hK2T,en,es,4a0c63032f2e08aad0e0fec5d9d7c3c8,touching/touch<vblex><pprs>,3,3,2,2
1.0,1362082841,1760347,u:hK2T,en,es,d73c20ec5d96791f2cf9039864cdc325,making/make<vblex><pprs>,3,3,4,4
0.5,1362082841,1760347,u:hK2T,en,es,810776ee8ff514c72f72c0cac6f3ea80,ruling/rule<vblex><ger>,3,3,2,1
1.0,1362082841,1760347,u:hK2T,en,es,4451a2aa5090b970ba1a52c5e8777a19,hearing/hear<vblex><pprs>,3,3,1,1
0.666666666667,1362082845,2019995,u:f2kf,it,en,a38c9ee69521833392baea5e9d677382,libro/libro<n><m><sg>,20,19,3,2
1.0,1362082845,2199503,u:f2kf,it,en,38790826f1d513fd5a3dd51cb6a74c6f,nel/in<pr>+il<det><def><m><sg>,6,6,1,1
1.0,1362082845,2019995,u:f2kf,it,en,fcf4569c3882c32dc5f9c17114cc1841,leggo/leggere<vblex><pri><p1><sg>,7,7,1,1
0.5,1362082845,2199503,u:f2kf,it,en,cea0acb218d395e93ed197221932f5dc,i/il<det><def><m><pl>,5,4,2,1
1.0,1362082845,2449155,u:f2kf,it,en,637a229607270067abdb3a03b9482e9f,leggono/leggere<vblex><pri><p3><pl>,6,5,1,1
0.0,1362082845,2103489,u:f2kf,it,en,ab4c2ddf98ff231b43795282857f11d6,leggiamo/leggere<vblex><pri><p1><pl>,3,3,1,0
1.0,1362082845,2199503,u:f2kf,it,en,0f0690975c20591df0c5f7f9fdfed6d9,scrivete/scrivere<vblex><pri><p2><pl>,8,5,2,2
1.0,1362082845,4156617,u:f2kf,it,en,082f1640bfc4e541445ad38a68bf24d4,siamo/essere<vbser><pri><p1><pl>,21,20,1,1
1.0,1362082845,4156617,u:f2kf,it,en,6f41c72961651437ef4b76ae7c94cdc9,donne/donna<n><f><pl>,9,9,1,1
1.0,1362082845,2449155,u:f2kf,it,en,f9c28fffddf471709aaced07f07033b1,le/il<det><def><f><pl>,6,5,1,1
1.0,1362082845,2019995,u:f2kf,it,en,f0afde011fdbd05f904638cd2776d722,lei/lui<prn><tn><p3><f><sg>,16,14,1,1
1.0,1362082845,2449155,u:f2kf,it,en,60ca04f13f84bd807301e4407f7b6f18,loro/lui<prn><tn><p3><mf><pl>,23,21,2,2
1.0,1362082845,2199503,u:f2kf,it,en,9065580655eda02c8076f9ccac5426a4,ho/avere<vblex><pri><p1><sg>,10,7,1,1
1.0,1362082845,2103489,u:f2kf,it,en,6022acb6e855c19ab110c9860854192c,beviamo/bere<vblex><pri><p1><pl>,6,6,1,1
0.0,1362082845,2103489,u:f2kf,it,en,91a6ab09aa0d2b944525a387cc509090,voi/voi<prn><tn><p2><mf><pl>,11,9,1,0
1.0,1362082845,2199503,u:f2kf,it,en,fe7960892696186fec5d63a0a46edd10,zucchero/zucchero<n><m><sg>,14,11,1,1
1.0,1362082845,2019995,u:f2kf,it,en,76c9aa3651946b2f4f325001a7e6262c,un/un<det><ind><m><sg>,18,18,1,1
1.0,1362082845,2199503,u:f2kf,it,en,7cfeb3e5ea52792fa155eb94a3b4c0c7,giornale/giornale<n><m><sg>,9,9,2,2
1.0,1362082845,2199503,u:f2kf,it,en,2fb788e88a2e7521976c05edad689671,nello/in<pr>+il<det><def><m><sg>,7,5,1,1
1.0,1362082845,2449155,u:f2kf,it,en,c309996319a381cb4f789bfd5e7ea8d4,scriviamo/scrivere<vblex><pri><p1><pl>,6,5,2,2
1.0,1362082845,2449155,u:f2kf,it,en,25616093938c98ae27514957f64b6084,bevono/bere<vblex><pri><p3><pl>,6,5,1,1
1.0,1362082845,2103489,u:f2kf,it,en,c1c9deb2ebe11a0ee05ba3f8aac5c17e,leggi/leggere<vblex><pri><p2><sg>,9,8,1,1
1.0,1362082845,2103489,u:f2kf,it,en,0ee941608b3a699d77d8b421ea2c587b,leggete/leggere<vblex><pri><p2><pl>,8,6,1,1
1.0,1362082845,2449155,u:f2kf,it,en,175720603014bc396c1db38b426753a5,noi/noi<prn><tn><p1><mf><pl>,16,15,3,3
1.0,1362082845,2199503,u:f2kf,it,en,5ab78d4aecdac412569b9558595fd065,scrive/scrivere<vblex><pri><p3><sg>,5,5,1,1
1.0,1362082845,2199503,u:f2kf,it,en,ff707682a41216251dc0f775138df9ed,legge/leggere<vblex><pri><p3><sg>,8,7,1,1
1.0,1362082845,4156617,u:f2kf,it,en,09b1b1ede04fc11de9441ecfbc65e224,ragazzi/ragazzo<n><m><pl>,11,9,1,1
0.0,1362082845,2449155,u:f2kf,it,en,030ecc1918aaef47e659e6b125b2c7a5,bevete/bere<vblex><pri><p2><pl>,6,5,1,0
1.0,1362082845,2019995,u:f2kf,it,en,4484596464a7bc250ccc3e48d5e8d7e9,il/il<det><def><m><sg>,28,25,1,1
1.0,1362082845,2449155,u:f2kf,it,en,e9c14cfc0fe740fb834cefa163199f7c,gli/il<det><def><m><pl>,4,4,1,1
1.0,1362082845,4156617,u:f2kf,it,en,56c31c27d842ab797d40a689c032c7b9,sono/essere<vbser><pri><p3><pl>,19,17,1,1
1.0,1362082845,73257,u:fqIM,en,es,617cfe1bc37fefa2636773126ee5ed2a,chapter/chapter<n><sg>,1,1,1,1
1.0,1362082845,74995,u:fqIM,en,es,8583377c4f4fa5019395b70acf1c0458,section/section<n><sg>,2,2,1,1
1.0,1362082845,2864524,u:fqIM,en,es,a597b259295b55777f8c2881d7319c1e,present/present<vblex><pres>,4,4,1,1
1.0,1362082845,1298539,u:fqIM,en,es,426b90bac69326a8a386d7fcea6dd11d,there/there<adv>,16,14,1,1
1.0,1362082845,683901,u:fqIM,en,es,f7d8a9cff3064a21c396f1bbe146c521,presents/present<vblex><pri><p3><sg>,3,3,1,1
1.0,1362082845,73901,u:fqIM,en,es,e2bd7f42b6c1e3eb89a073f2a9437a27,library/library<n><sg>,7,6,1,1
1.0,1362082845,75971,u:fqIM,en,es,7489751fe9a37e9c8f03e2e4562b8d03,in/in<pr>,33,28,2,2
1.0,1362082845,854714,u:fqIM,en,es,4adf5cd40d521b02a9cc241bf3adc6bb,have/have<vblex><inf>,37,28,1,1
1.0,1362082845,854714,u:fqIM,en,es,1fc2f0656f2fe60d027751545f84e7d5,do/do<vbdo><pres>,44,39,1,1
1.0,1362082845,75971,u:fqIM,en,es,17632879145d3e2737d11a3a5053dd50,his/his<det><pos><sp>,15,13,1,1
1.0,1362082845,180528,u:fqIM,en,es,3ca92b520aa363de5655ee36d6daed5d,brother/brother<n><sg>,1,1,1,1
1.0,1362082845,69928,u:fqIM,en,es,7017e9fdf8e552abe6e55784f8a5d7d8,training/train<vblex><ger>,4,3,1,1
0.0,1362082845,71011,u:fqIM,en,es,c3c6d8385fd42a084f455826d45d32c5,improvement/improvement<n><sg>,1,1,1,0
1.0,1362082845,1375604,u:fqIM,en,es,2b97dce464f0a69324ffd2955a7eff1f,our/our<det><pos><sp>,41,36,1,1
1.0,1362082845,178847,u:fqIM,en,es,97e922f780d628eac638bea7a02bf496,is/be<vbser><pri><p3><sg>,136,120,2,2
1.0,1362082845,1397524,u:fqIM,en,es,80765ae2a08ba6812a4ab9df607b97d2,am/be<vbser><pri><p1><sg>,31,29,1,1
1.0,1362082845,74995,u:fqIM,en,es,062151ab00e9503968d15b4cee82958d,education/education<n><sg>,1,1,1,1
0.0,1362082845,854714,u:fqIM,en,es,50b8fc9570bc3b7ee199ea9663e23d5f,two/two<num><sp>,11,8,1,0
1.0,1362082845,1618408,u:fqIM,en,es,7d481c3b4f96a3a05ab7795a82124d2e,very/very<preadv>,6,4,1,1
1.0,1362082845,854714,u:fqIM,en,es,33a7fd42f74b2d2b1110f1b0c8b6db38,not/not<adv>,62,54,1,1
1.0,1362082845,70517,u:fqIM,en,es,c2b12e04050e09a1e4adac33f7cf4292,college/college<n><sg>,3,3,1,1
0.0,1362082845,1618408,u:fqIM,en,es,7820d868bac53055406806fa8b2d4ac3,goes/go<vblex><pri><p3><sg>,7,5,1,0
1.0,1362082845,1531346,u:fqIM,en,es,7bf0a5eb3369050d86172a7502b0ee08,city/city<n><sg>,1,1,1,1
1.0,1362082845,71011,u:fqIM,en,es,93748e85ea7964dd90ee8a7a35ad4da1,intelligence/intelligence<n><sg>,1,1,1,1
1.0,1362082845,3209641,u:fqIM,en,es,1ff2b754583fde366e98a85a98412c1e,important/important<adj>,8,8,1,1
1.0,1362082845,854714,u:fqIM,en,es,b968b069e4e2c04848e9f8924e34c031,we/prpers<prn><subj><p1><mf><pl>,70,62,1,1
1.0,1362082845,69928,u:fqIM,en,es,85946d9d1c3bac94bf119902c3e46019,english/english<n><sg>,7,7,1,1
1.0,1362082845,2591912,u:fqIM,en,es,82b40d8c604557dfe2c074418520187d,sunday/sunday<n><sg>,5,5,1,1
1.0,1362082845,178847,u:fqIM,en,es,827a8ecb89f9b59ac5c29b620a5d3ed6,a/a<det><ind><sg>,157,140,2,2
1.0,1362082845,165810,u:fqIM,en,es,1e1f8d730c4ba99ad2873a7608324cf6,my/my<det><pos><sp>,81,69,1,1
1.0,1362082845,71011,u:fqIM,en,es,9e4adc6c7e45f8f99b590c51a82886fc,<*sf>/class<n><*numb>,8,7,1,1
1.0,1362082845,71011,u:fqIM,en,es,83b61be603ffcac29cc3f871dc3e4b76,<*sf>/element<n><*numb>,1,1,1,1
1.0,1362082845,73257,u:fqIM,en,es,c004a3e75df15df668d9934bd7d85ffa,<*sf>/idea<n><*numb>,2,2,2,2
1.0,1362082845,73901,u:fqIM,en,es,d3f4b9b45a6dec50dc9d3c8f31494921,<*sf>/course<n><*numb>,1,1,2,2
1.0,1362082845,73257,u:fqIM,en,es,751660caec022c8ad67e7c50958a2748,<*sf>/plan<n><*numb>,3,3,1,1
0.0,1362082845,70517,u:fqIM,en,es,1ea014ef1b22b9eb0ab4717c3981d0c2,<*sf>/university<n><*numb>,3,3,1,0
1.0,1362082847,102,u:hPNH,en,pt,01669d9689c5cf2ec04c58a893f02ab6,drinks/drink<vblex><pri><p3><sg>,87,79,1,1
1.0,1362082847,102,u:hPNH,en,pt,cdfecc9247566d40bb964a218c54c783,drink/drink<vblex><pres>,57,57,2,2
1.0,1362082847,102,u:hPNH,en,pt,5e29d77697d23070a1fb92eb6c90e9b6,bread/bread<n><sg>,114,104,1,1
0.666666666667,1362082847,102,u:hPNH,en,pt,375662ec82debfdebd8215b147848cc7,woman/woman<n><sg>,117,105,3,2
0.5,1362082847,102,u:hPNH,en,pt,928787744a962cd4ec55c1b22cedc913,eats/eat<vblex><pri><p3><sg>,114,96,2,1
